food_id,gx,gy,x,y,value,size,fruit_index,hex_id_le,hex_x_le,hex_y_le,binary_packet_hex
172,71,1,21411.2,467.3,10,87,10,AC 00 00 00,66 46 A7 46,66 A6 E9 43,AC 00 00 00 47 00 01 00 66 46 A7 46 66 A6 E9 43
173,72,1,21731,373.4,6,67,7,AD 00 00 00,00 C6 A9 46,33 B3 BA 43,AD 00 00 00 48 00 01 00 00 C6 A9 46 33 B3 BA 43
174,73,1,21995,453.2,10,87,0,AE 00 00 00,00 D6 AB 46,9A 99 E2 43,AE 00 00 00 49 00 01 00 00 D6 AB 46 9A 99 E2 43
175,74,1,22284.5,390.2,5,62,0,AF 00 00 00,00 19 AE 46,9A 19 C3 43,AF 00 00 00 4A 00 01 00 00 19 AE 46 9A 19 C3 43
176,75,1,22697.1,381.7,10,87,7,B0 00 00 00,33 52 B1 46,9A D9 BE 43,B0 00 00 00 4B 00 01 00 33 52 B1 46 9A D9 BE 43
177,76,1,22845,348,9,82,8,B1 00 00 00,00 7A B2 46,00 00 AE 43,B1 00 00 00 4C 00 01 00 00 7A B2 46 00 00 AE 43
178,77,1,23281.2,370.6,10,87,2,B2 00 00 00,66 E2 B5 46,CD 4C B9 43,B2 00 00 00 4D 00 01 00 66 E2 B5 46 CD 4C B9 43
179,78,1,23644.1,556.9,6,67,1,B3 00 00 00,33 B8 B8 46,9A 39 0B 44,B3 00 00 00 4E 00 01 00 33 B8 B8 46 9A 39 0B 44
180,79,1,23829.7,387.4,5,62,3,B4 00 00 00,66 2B BA 46,33 B3 C1 43,B4 00 00 00 4F 00 01 00 66 2B BA 46 33 B3 C1 43
181,80,1,24084.4,426.2,6,67,5,B5 00 00 00,CD 28 BC 46,9A 19 D5 43,B5 00 00 00 50 00 01 00 CD 28 BC 46 9A 19 D5 43
182,81,1,24432.2,404.4,9,82,4,B6 00 00 00,66 E0 BE 46,33 33 CA 43,B6 00 00 00 51 00 01 00 66 E0 BE 46 33 33 CA 43
183,82,1,24780.6,413.6,5,62,2,B7 00 00 00,33 99 C1 46,CD CC CE 43,B7 00 00 00 52 00 01 00 33 99 C1 46 CD CC CE 43
184,83,1,25159,360.9,9,82,4,B8 00 00 00,00 8E C4 46,33 73 B4 43,B8 00 00 00 53 00 01 00 00 8E C4 46 33 73 B4 43
185,84,1,25441.4,428.9,5,62,8,B9 00 00 00,CD C2 C6 46,33 73 D6 43,B9 00 00 00 54 00 01 00 CD C2 C6 46 33 73 D6 43
186,85,1,25724,538.8,10,87,8,BA 00 00 00,00 F8 C8 46,33 B3 06 44,BA 00 00 00 55 00 01 00 00 F8 C8 46 33 B3 06 44
187,86,1,26000.5,386.7,5,62,5,BB 00 00 00,00 21 CB 46,9A 59 C1 43,BB 00 00 00 56 00 01 00 00 21 CB 46 9A 59 C1 43
188,87,1,26195.8,526.2,6,67,12,BC 00 00 00,9A A7 CC 46,CD 8C 03 44,BC 00 00 00 57 00 01 00 9A A7 CC 46 CD 8C 03 44
189,88,1,26521.9,419.3,9,82,5,BD 00 00 00,CD 33 CF 46,66 A6 D1 43,BD 00 00 00 58 00 01 00 CD 33 CF 46 66 A6 D1 43
190,89,1,26884.7,385.6,10,87,4,BE 00 00 00,66 09 D2 46,CD CC C0 43,BE 00 00 00 59 00 01 00 66 09 D2 46 CD CC C0 43
191,90,1,27124.7,436.3,8,77,12,BF 00 00 00,66 E9 D3 46,66 26 DA 43,BF 00 00 00 5A 00 01 00 66 E9 D3 46 66 26 DA 43
192,91,1,27401.8,504.2,10,87,8,C0 00 00 00,9A 13 D6 46,9A 19 FC 43,C0 00 00 00 5B 00 01 00 9A 13 D6 46 9A 19 FC 43
193,92,1,27815.8,423.7,8,77,4,C1 00 00 00,9A 4F D9 46,9A D9 D3 43,C1 00 00 00 5C 00 01 00 9A 4F D9 46 9A D9 D3 43
194,93,1,28021.2,462.3,10,87,5,C2 00 00 00,66 EA DA 46,66 26 E7 43,C2 00 00 00 5D 00 01 00 66 EA DA 46 66 26 E7 43
195,94,1,28256.6,439,8,77,10,C3 00 00 00,33 C1 DC 46,00 80 DB 43,C3 00 00 00 5E 00 01 00 33 C1 DC 46 00 80 DB 43
196,95,1,28693.7,418.6,6,67,12,C4 00 00 00,66 2B E0 46,CD 4C D1 43,C4 00 00 00 5F 00 01 00 66 2B E0 46 CD 4C D1 43
197,96,1,29041.6,396.9,9,82,1,C5 00 00 00,33 E3 E2 46,33 73 C6 43,C5 00 00 00 60 00 01 00 33 E3 E2 46 33 73 C6 43
198,97,1,29241.1,435.4,9,82,8,C6 00 00 00,33 72 E4 46,33 B3 D9 43,C6 00 00 00 61 00 01 00 33 72 E4 46 33 B3 D9 43
199,98,1,29656.5,354.9,5,62,2,C7 00 00 00,00 B1 E7 46,33 73 B1 43,C7 00 00 00 62 00 01 00 00 B1 E7 46 33 73 B1 43
200,99,1,29800,424.3,10,87,6,C8 00 00 00,00 D0 E8 46,66 26 D4 43,C8 00 00 00 63 00 01 00 00 D0 E8 46 66 26 D4 43
201,0,2,200,702.2,8,77,6,C9 00 00 00,00 00 48 43,CD 8C 2F 44,C9 00 00 00 00 00 02 00 00 00 48 43 CD 8C 2F 44
202,1,2,429.9,809.4,5,62,3,CA 00 00 00,33 F3 D6 43,9A 59 4A 44,CA 00 00 00 01 00 02 00 33 F3 D6 43 9A 59 4A 44
203,2,2,768.6,681.5,10,87,0,CB 00 00 00,66 26 40 44,00 60 2A 44,CB 00 00 00 02 00 02 00 66 26 40 44 00 60 2A 44
204,3,2,1104.7,840.7,6,67,1,CC 00 00 00,66 16 8A 44,CD 2C 52 44,CC 00 00 00 03 00 02 00 66 16 8A 44 CD 2C 52 44
205,4,2,1446,712.9,7,72,7,CD 00 00 00,00 C0 B4 44,9A 39 32 44,CD 00 00 00 04 00 02 00 00 C0 B4 44 9A 39 32 44
206,5,2,1754.3,842.9,8,77,3,CE 00 00 00,9A 49 DB 44,9A B9 52 44,CE 00 00 00 05 00 02 00 9A 49 DB 44 9A B9 52 44
207,6,2,1933.8,656.4,7,72,12,CF 00 00 00,9A B9 F1 44,9A 19 24 44,CF 00 00 00 06 00 02 00 9A B9 F1 44 9A 19 24 44
208,7,2,2286.4,771.6,9,82,10,D0 00 00 00,66 E6 0E 45,66 E6 40 44,D0 00 00 00 07 00 02 00 66 E6 0E 45 66 E6 40 44
209,8,2,2460.1,640,8,77,2,D1 00 00 00,9A C1 19 45,00 00 20 44,D1 00 00 00 08 00 02 00 9A C1 19 45 00 00 20 44
210,9,2,2889.5,850.6,9,82,0,D2 00 00 00,00 98 34 45,66 A6 54 44,D2 00 00 00 09 00 02 00 00 98 34 45 66 A6 54 44
211,10,2,3112.4,642.3,6,67,3,D3 00 00 00,66 86 42 45,33 93 20 44,D3 00 00 00 0A 00 02 00 66 86 42 45 33 93 20 44
212,11,2,3524.2,672.8,5,62,6,D4 00 00 00,33 43 5C 45,33 33 28 44,D4 00 00 00 0B 00 02 00 33 43 5C 45 33 33 28 44
213,12,2,3651.7,788,8,77,3,D5 00 00 00,33 3B 64 45,00 00 45 44,D5 00 00 00 0C 00 02 00 33 3B 64 45 00 00 45 44
214,13,2,3968.6,704.1,7,72,4,D6 00 00 00,9A 09 78 45,66 06 30 44,D6 00 00 00 0D 00 02 00 9A 09 78 45 66 06 30 44
215,14,2,4326.5,819.3,9,82,1,D7 00 00 00,00 34 87 45,33 D3 4C 44,D7 00 00 00 0E 00 02 00 00 34 87 45 33 D3 4C 44
216,15,2,4623.4,706.3,8,77,1,D8 00 00 00,33 7B 90 45,33 93 30 44,D8 00 00 00 0F 00 02 00 33 7B 90 45 33 93 30 44
217,16,2,4967.9,810.5,8,77,6,D9 00 00 00,33 3F 9B 45,00 A0 4A 44,D9 00 00 00 10 00 02 00 33 3F 9B 45 00 A0 4A 44
218,17,2,5229.8,807.4,7,72,12,DA 00 00 00,66 6E A3 45,9A D9 49 44,DA 00 00 00 11 00 02 00 66 6E A3 45 9A D9 49 44
219,18,2,5632.1,841.8,10,87,1,DB 00 00 00,CD 00 B0 45,33 73 52 44,DB 00 00 00 12 00 02 00 CD 00 B0 45 33 73 52 44
220,19,2,5902,838.7,5,62,1,DC 00 00 00,00 70 B8 45,CD AC 51 44,DC 00 00 00 13 00 02 00 00 70 B8 45 CD AC 51 44
221,20,2,6201.5,725.7,7,72,1,DD 00 00 00,00 CC C1 45,CD 6C 35 44,DD 00 00 00 14 00 02 00 00 CC C1 45 CD 6C 35 44
222,21,2,6400.2,782.2,9,82,6,DE 00 00 00,9A 01 C8 45,CD 8C 43 44,DE 00 00 00 15 00 02 00 9A 01 C8 45 CD 8C 43 44
223,22,2,6736.7,657.4,5,62,12,DF 00 00 00,9A 85 D2 45,9A 59 24 44,DF 00 00 00 16 00 02 00 9A 85 D2 45 9A 59 24 44
224,23,2,6988.1,644.2,7,72,9,E0 00 00 00,CD 60 DA 45,CD 0C 21 44,E0 00 00 00 17 00 02 00 CD 60 DA 45 CD 0C 21 44
225,24,2,7255.3,641,5,62,1,E1 00 00 00,66 BA E2 45,00 40 20 44,E1 00 00 00 18 00 02 00 66 BA E2 45 00 40 20 44
226,25,2,7640.4,646.4,5,62,10,E2 00 00 00,33 C3 EE 45,9A 99 21 44,E2 00 00 00 19 00 02 00 33 C3 EE 45 9A 99 21 44
227,26,2,7976.2,804.6,6,67,5,E3 00 00 00,9A 41 F9 45,66 26 49 44,E3 00 00 00 1A 00 02 00 9A 41 F9 45 66 26 49 44
228,27,2,8180.2,795.1,8,77,5,E4 00 00 00,9A A1 FF 45,66 C6 46 44,E4 00 00 00 1B 00 02 00 9A A1 FF 45 66 C6 46 44
229,28,2,8486.6,777.2,9,82,7,E5 00 00 00,66 9A 04 46,CD 4C 42 44,E5 00 00 00 1C 00 02 00 66 9A 04 46 CD 4C 42 44
230,29,2,8844.6,826.4,5,62,3,E6 00 00 00,66 32 0A 46,9A 99 4E 44,E6 00 00 00 1D 00 02 00 66 32 0A 46 9A 99 4E 44
231,30,2,9093.7,685.2,5,62,7,E7 00 00 00,CD 16 0E 46,CD 4C 2B 44,E7 00 00 00 1E 00 02 00 CD 16 0E 46 CD 4C 2B 44
232,31,2,9357.8,671,5,62,3,E8 00 00 00,33 37 12 46,00 C0 27 44,E8 00 00 00 1F 00 02 00 33 37 12 46 00 C0 27 44
233,32,2,9782,661.6,7,72,10,E9 00 00 00,00 D8 18 46,66 66 25 44,E9 00 00 00 20 00 02 00 00 D8 18 46 66 66 25 44
234,33,2,10100.5,640.7,6,67,3,EA 00 00 00,00 D2 1D 46,CD 2C 20 44,EA 00 00 00 21 00 02 00 00 D2 1D 46 CD 2C 20 44
235,34,2,10453.4,689.9,9,82,11,EB 00 00 00,9A 55 23 46,9A 79 2C 44,EB 00 00 00 22 00 02 00 9A 55 23 46 9A 79 2C 44
236,35,2,10676.4,701.6,7,72,0,EC 00 00 00,9A D1 26 46,66 66 2F 44,EC 00 00 00 23 00 02 00 9A D1 26 46 66 66 2F 44
237,36,2,10951.8,853.5,8,77,6,ED 00 00 00,33 1F 2B 46,00 60 55 44,ED 00 00 00 24 00 02 00 33 1F 2B 46 00 60 55 44
238,37,2,11221.5,850.3,9,82,3,EE 00 00 00,00 56 2F 46,33 93 54 44,EE 00 00 00 25 00 02 00 00 56 2F 46 33 93 54 44
239,38,2,11469.8,826.1,6,67,9,EF 00 00 00,33 37 33 46,66 86 4E 44,EF 00 00 00 26 00 02 00 33 37 33 46 66 86 4E 44
240,39,2,11811.5,709.3,8,77,7,F0 00 00 00,00 8E 38 46,33 53 31 44,F0 00 00 00 27 00 02 00 00 8E 38 46 33 53 31 44
241,40,2,12254.4,720.9,5,62,10,F1 00 00 00,9A 79 3F 46,9A 39 34 44,F1 00 00 00 28 00 02 00 9A 79 3F 46 9A 39 34 44
242,41,2,12527.3,652.8,5,62,6,F2 00 00 00,33 BD 43 46,33 33 23 44,F2 00 00 00 29 00 02 00 33 BD 43 46 33 33 23 44
243,42,2,12799.6,649.7,8,77,3,F3 00 00 00,66 FE 47 46,CD 6C 22 44,F3 00 00 00 2A 00 02 00 66 FE 47 46 CD 6C 22 44
244,43,2,13047.9,845.4,10,87,5,F4 00 00 00,9A DF 4B 46,9A 59 53 44,F4 00 00 00 2B 00 02 00 9A DF 4B 46 9A 59 53 44
245,44,2,13246.9,684,7,72,2,F5 00 00 00,9A FB 4E 46,00 00 2B 44,F5 00 00 00 2C 00 02 00 9A FB 4E 46 00 00 2B 44
246,45,2,13621.6,689.3,9,82,11,F6 00 00 00,66 D6 54 46,33 53 2C 44,F6 00 00 00 2D 00 02 00 66 D6 54 46 33 53 2C 44
247,46,2,13880.7,675.1,5,62,9,F7 00 00 00,CD E2 58 46,66 C6 28 44,F7 00 00 00 2E 00 02 00 CD E2 58 46 66 C6 28 44
248,47,2,14238.5,790.4,6,67,12,F8 00 00 00,00 7A 5E 46,9A 99 45 44,F8 00 00 00 2F 00 02 00 00 7A 5E 46 9A 99 45 44
249,48,2,14624,647.8,8,77,7,F9 00 00 00,00 80 64 46,33 F3 21 44,F9 00 00 00 30 00 02 00 00 80 64 46 33 F3 21 44
250,49,2,14910.4,821.7,9,82,8,FA 00 00 00,9A F9 68 46,CD 6C 4D 44,FA 00 00 00 31 00 02 00 9A F9 68 46 CD 6C 4D 44
251,50,2,15199.7,708.7,8,77,11,FB 00 00 00,CD 7E 6D 46,CD 2C 31 44,FB 00 00 00 32 00 02 00 CD 7E 6D 46 CD 2C 31 44
252,51,2,15467,705.5,7,72,2,FC 00 00 00,00 AC 71 46,00 60 30 44,FC 00 00 00 33 00 02 00 00 AC 71 46 00 60 30 44
253,52,2,15739.8,857.4,5,62,12,FD 00 00 00,33 EF 75 46,9A 59 56 44,FD 00 00 00 34 00 02 00 33 EF 75 46 9A 59 56 44
254,53,2,16056.4,839.5,9,82,7,FE 00 00 00,9A E1 7A 46,00 E0 51 44,FE 00 00 00 35 00 02 00 9A E1 7A 46 00 E0 51 44
255,54,2,16268.5,841.1,8,77,8,FF 00 00 00,00 32 7E 46,66 46 52 44,FF 00 00 00 36 00 02 00 00 32 7E 46 66 46 52 44
256,55,2,16570.1,725.1,5,62,5,00 01 00 00,33 74 81 46,66 46 35 44,00 01 00 00 37 00 02 00 33 74 81 46 66 46 35 44
257,56,2,16917.6,840.3,9,82,2,01 01 00 00,33 2B 84 46,33 13 52 44,01 01 00 00 38 00 02 00 33 2B 84 46 33 13 52 44
258,57,2,17322.5,653.8,8,77,5,02 01 00 00,00 55 87 46,33 73 23 44,02 01 00 00 39 00 02 00 00 55 87 46 33 73 23 44
259,58,2,17504.5,754.2,10,87,1,03 01 00 00,00 C1 88 46,CD 8C 3C 44,03 01 00 00 3A 00 02 00 00 C1 88 46 CD 8C 3C 44
260,59,2,17803.1,752.2,9,82,8,04 01 00 00,33 16 8B 46,CD 0C 3C 44,04 01 00 00 3B 00 02 00 33 16 8B 46 CD 0C 3C 44
261,60,2,18245.9,763.9,7,72,11,05 01 00 00,CD 8B 8E 46,9A F9 3E 44,05 01 00 00 3C 00 02 00 CD 8B 8E 46 9A F9 3E 44
262,61,2,18444.9,754.4,10,87,9,06 01 00 00,CD 19 90 46,9A 99 3C 44,06 01 00 00 3D 00 02 00 CD 19 90 46 9A 99 3C 44
263,62,2,18704.1,740.2,7,72,7,07 01 00 00,33 20 92 46,CD 0C 39 44,07 01 00 00 3E 00 02 00 33 20 92 46 CD 0C 39 44
264,63,2,19103.6,840.7,6,67,3,08 01 00 00,33 3F 95 46,CD 2C 52 44,08 01 00 00 3F 00 02 00 33 3F 95 46 CD 2C 52 44
265,64,2,19381.3,771.6,9,82,11,09 01 00 00,9A 6A 97 46,66 E6 40 44,09 01 00 00 40 00 02 00 9A 6A 97 46 66 E6 40 44
266,65,2,19689.4,681.6,9,82,4,0A 01 00 00,CD D2 99 46,66 66 2A 44,0A 01 00 00 41 00 02 00 CD D2 99 46 66 66 2A 44
267,66,2,20026.1,776.8,6,67,0,0B 01 00 00,33 74 9C 46,33 33 42 44,0B 01 00 00 42 00 02 00 33 74 9C 46 33 33 42 44
268,67,2,20219.8,833.3,10,87,3,0C 01 00 00,9A F7 9D 46,33 53 50 44,0C 01 00 00 43 00 02 00 9A F7 9D 46 33 53 50 44
269,68,2,20602.8,690.7,10,87,2,0D 01 00 00,9A F5 A0 46,CD AC 2C 44,0D 01 00 00 44 00 02 00 9A F5 A0 46 CD AC 2C 44
270,69,2,20820.2,692.3,7,72,7,0E 01 00 00,66 A8 A2 46,33 13 2D 44,0E 01 00 00 45 00 02 00 66 A8 A2 46 33 13 2D 44
271,70,2,21045.5,704,6,67,3,0F 01 00 00,00 6B A4 46,00 00 30 44,0F 01 00 00 46 00 02 00 00 6B A4 46 00 00 30 44
272,71,2,21384.1,796.2,5,62,9,10 01 00 00,33 10 A7 46,CD 0C 47 44,10 01 00 00 47 00 02 00 33 10 A7 46 CD 0C 47 44
273,72,2,21797.7,852.7,9,82,0,11 01 00 00,66 4B AA 46,CD 2C 55 44,11 01 00 00 48 00 02 00 66 4B AA 46 CD 2C 55 44
274,73,2,21960.9,710,8,77,11,12 01 00 00,CD 91 AB 46,00 80 31 44,12 01 00 00 49 00 02 00 CD 91 AB 46 00 80 31 44
275,74,2,22316.1,825.3,7,72,9,13 01 00 00,33 58 AE 46,33 53 4E 44,13 01 00 00 4A 00 02 00 33 58 AE 46 33 53 4E 44
276,75,2,22549.3,771,8,77,8,14 01 00 00,9A 2A B0 46,00 C0 40 44,14 01 00 00 4B 00 02 00 9A 2A B0 46 00 C0 40 44
277,76,2,22901.9,666.2,10,87,10,15 01 00 00,CD EB B2 46,CD 8C 26 44,15 01 00 00 4C 00 02 00 CD EB B2 46 CD 8C 26 44
278,77,2,23168.1,649.1,6,67,7,16 01 00 00,33 00 B5 46,66 46 22 44,16 01 00 00 4D 00 02 00 33 00 B5 46 66 46 22 44
279,78,2,23631.6,844.8,5,62,1,17 01 00 00,33 9F B8 46,33 33 53 44,17 01 00 00 4E 00 02 00 33 9F B8 46 33 33 53 44
280,79,2,23898.8,841.7,9,82,2,18 01 00 00,9A B5 BA 46,CD 6C 52 44,18 01 00 00 4F 00 02 00 9A B5 BA 46 CD 6C 52 44
281,80,2,24132.2,787.4,5,62,8,19 01 00 00,66 88 BC 46,9A D9 44 44,19 01 00 00 50 00 02 00 66 88 BC 46 9A D9 44 44
282,81,2,24487.2,682.6,9,82,12,1A 01 00 00,66 4E BF 46,66 A6 2A 44,1A 01 00 00 51 00 02 00 66 4E BF 46 66 A6 2A 44
283,82,2,24672,716.1,8,77,3,1B 01 00 00,00 C0 C0 46,66 06 33 44,1B 01 00 00 52 00 02 00 00 C0 C0 46 66 06 33 44
284,83,2,25063.9,816.5,7,72,1,1C 01 00 00,CD CF C3 46,00 20 4C 44,1C 01 00 00 53 00 02 00 CD CF C3 46 00 20 4C 44
285,84,2,25402.6,688.7,5,62,11,1D 01 00 00,33 75 C6 46,CD 2C 2C 44,1D 01 00 00 54 00 02 00 33 75 C6 46 CD 2C 2C 44
286,85,2,25573.2,705.1,5,62,5,1E 01 00 00,66 CA C7 46,66 46 30 44,1E 01 00 00 55 00 02 00 66 CA C7 46 66 46 30 44
287,86,2,25845.3,702,8,77,12,1F 01 00 00,9A EA C9 46,00 80 2F 44,1F 01 00 00 56 00 02 00 9A EA C9 46 00 80 2F 44
288,87,2,26335.5,853.8,10,87,9,20 01 00 00,00 BF CD 46,33 73 55 44,20 01 00 00 57 00 02 00 00 BF CD 46 33 73 55 44
289,88,2,26448.4,686,8,77,4,21 01 00 00,CD A0 CE 46,00 80 2B 44,21 01 00 00 58 00 02 00 CD A0 CE 46 00 80 2B 44
290,89,2,26867.6,676.5,6,67,5,22 01 00 00,33 E7 D1 46,00 20 29 44,22 01 00 00 59 00 02 00 33 E7 D1 46 00 20 29 44
291,90,2,27244.4,746.9,9,82,1,23 01 00 00,CD D8 D4 46,9A B9 3A 44,23 01 00 00 5A 00 02 00 CD D8 D4 46 9A B9 3A 44
292,91,2,27368,839.1,5,62,9,24 01 00 00,00 D0 D5 46,66 C6 51 44,24 01 00 00 5B 00 02 00 00 D0 D5 46 66 C6 51 44
293,92,2,27715,723.3,7,72,10,25 01 00 00,00 86 D8 46,33 D3 34 44,25 01 00 00 5C 00 02 00 00 86 D8 46 33 D3 34 44
294,93,2,28026.5,705.3,6,67,0,26 01 00 00,00 F5 DA 46,33 53 30 44,26 01 00 00 5D 00 02 00 00 F5 DA 46 33 53 30 44
295,94,2,28445.7,695.9,5,62,5,27 01 00 00,66 3B DE 46,9A F9 2D 44,27 01 00 00 5E 00 02 00 66 3B DE 46 9A F9 2D 44
296,95,2,28602.5,766.2,8,77,10,28 01 00 00,00 75 DF 46,CD 8C 3F 44,28 01 00 00 5F 00 02 00 00 75 DF 46 CD 8C 3F 44
297,96,2,29029.2,756.8,6,67,0,29 01 00 00,66 CA E2 46,33 33 3D 44,29 01 00 00 60 00 02 00 66 CA E2 46 33 33 3D 44
298,97,2,29345.6,738.9,9,82,5,2A 01 00 00,33 43 E5 46,9A B9 38 44,2A 01 00 00 61 00 02 00 33 43 E5 46 9A B9 38 44
299,98,2,29615.8,670.7,6,67,6,2B 01 00 00,9A 5F E7 46,CD AC 27 44,2B 01 00 00 62 00 02 00 9A 5F E7 46 CD AC 27 44
300,99,2,29800,664.6,5,62,3,2C 01 00 00,00 D0 E8 46,66 26 26 44,2C 01 00 00 63 00 02 00 00 D0 E8 46 66 26 26 44
301,0,3,255.3,975.9,9,82,12,2D 01 00 00,CD 4C 7F 43,9A F9 73 44,2D 01 00 00 00 00 03 00 CD 4C 7F 43 9A F9 73 44
302,1,3,388.3,1067.2,5,62,4,2E 01 00 00,66 26 C2 43,66 66 85 44,2E 01 00 00 01 00 03 00 66 26 C2 43 66 66 85 44
303,2,3,670.7,1135.1,6,67,4,2F 01 00 00,CD AC 27 44,33 E3 8D 44,2F 01 00 00 02 00 03 00 CD AC 27 44 33 E3 8D 44
304,3,3,1110.2,976.7,6,67,0,30 01 00 00,66 C6 8A 44,CD 2C 74 44,30 01 00 00 03 00 03 00 66 C6 8A 44 CD 2C 74 44
305,4,3,1352.9,1068.5,10,87,10,31 01 00 00,CD 1C A9 44,00 90 85 44,31 01 00 00 04 00 03 00 CD 1C A9 44 00 90 85 44
306,5,3,1572.2,1130.1,9,82,3,32 01 00 00,66 86 C4 44,33 43 8D 44,32 01 00 00 05 00 03 00 66 86 C4 44 33 43 8D 44
307,6,3,1868.6,1079.1,7,72,9,33 01 00 00,33 93 E9 44,33 E3 86 44,33 01 00 00 06 00 03 00 33 93 E9 44 33 E3 86 44
308,7,3,2308,1140.7,6,67,2,34 01 00 00,00 40 10 45,66 96 8E 44,34 01 00 00 07 00 03 00 00 40 10 45 66 96 8E 44
309,8,3,2550.7,1012.5,10,87,12,35 01 00 00,33 6B 1F 45,00 20 7D 44,35 01 00 00 08 00 03 00 33 6B 1F 45 00 20 7D 44
310,9,3,2918.7,978.8,9,82,3,36 01 00 00,33 6B 36 45,33 B3 74 44,36 01 00 00 09 00 03 00 33 6B 36 45 33 B3 74 44
311,10,3,3052.5,1142,5,62,8,37 01 00 00,00 C8 3E 45,00 C0 8E 44,37 01 00 00 0A 00 03 00 00 C8 3E 45 00 C0 8E 44
312,11,3,3357.3,1091,5,62,5,38 01 00 00,CD D4 51 45,00 60 88 44,38 01 00 00 0B 00 03 00 CD D4 51 45 00 60 88 44
313,12,3,3749.3,956.4,6,67,3,39 01 00 00,CD 54 6A 45,9A 19 6F 44,39 01 00 00 0C 00 03 00 CD 54 6A 45 9A 19 6F 44
314,13,3,4031.7,1024.4,7,72,7,3A 01 00 00,33 FB 7B 45,CD 0C 80 44,3A 01 00 00 0D 00 03 00 33 FB 7B 45 CD 0C 80 44
315,14,3,4251.1,1086,7,72,12,3B 01 00 00,CD D8 84 45,00 C0 87 44,3B 01 00 00 0E 00 03 00 CD D8 84 45 00 C0 87 44
316,15,3,4750.9,1153.9,6,67,7,3C 01 00 00,33 77 94 45,CD 3C 90 44,3C 01 00 00 0F 00 03 00 33 77 94 45 CD 3C 90 44
317,16,3,4993.8,1026.6,10,87,11,3D 01 00 00,66 0E 9C 45,33 53 80 44,3D 01 00 00 10 00 03 00 66 0E 9C 45 33 53 80 44
318,17,3,5229.6,968.4,7,72,12,3E 01 00 00,CD 6C A3 45,9A 19 72 44,3E 01 00 00 11 00 03 00 CD 6C A3 45 9A 19 72 44
319,18,3,5597.4,1154.7,6,67,9,3F 01 00 00,33 EB AE 45,66 56 90 44,3F 01 00 00 12 00 03 00 33 EB AE 45 66 56 90 44
320,19,3,5948.9,1097.9,6,67,12,40 01 00 00,33 E7 B9 45,CD 3C 89 44,40 01 00 00 13 00 03 00 33 E7 B9 45 CD 3C 89 44
321,20,3,6194.2,969.7,6,67,5,41 01 00 00,9A 91 C1 45,CD 6C 72 44,41 01 00 00 14 00 03 00 9A 91 C1 45 CD 6C 72 44
322,21,3,6545.7,1133.9,6,67,12,42 01 00 00,9A 8D CC 45,CD BC 8D 44,42 01 00 00 15 00 03 00 9A 8D CC 45 CD BC 8D 44
323,22,3,6718.2,980.3,6,67,4,43 01 00 00,9A F1 D1 45,33 13 75 44,43 01 00 00 16 00 03 00 9A F1 D1 45 33 13 75 44
324,23,3,7038.7,970.4,6,67,6,44 01 00 00,9A F5 DB 45,9A 99 72 44,44 01 00 00 17 00 03 00 9A F5 DB 45 9A 99 72 44
325,24,3,7392.6,1133.6,8,77,6,45 01 00 00,CD 04 E7 45,33 B3 8D 44,45 01 00 00 18 00 03 00 CD 04 E7 45 33 B3 8D 44
326,25,3,7540.6,1100,8,77,10,46 01 00 00,CD A4 EB 45,00 80 89 44,46 01 00 00 19 00 03 00 CD A4 EB 45 00 80 89 44
327,26,3,8024,1145.8,7,72,7,47 01 00 00,00 C0 FA 45,9A 39 8F 44,47 01 00 00 1A 00 03 00 00 C0 FA 45 9A 39 8F 44
328,27,3,8354.6,1135.9,5,62,3,48 01 00 00,66 8A 02 46,CD FC 8D 44,48 01 00 00 1B 00 03 00 66 8A 02 46 CD FC 8D 44
329,28,3,8590.6,1077.6,8,77,11,49 01 00 00,66 3A 06 46,33 B3 86 44,49 01 00 00 1C 00 03 00 66 3A 06 46 33 B3 86 44
330,29,3,8958.4,1043.9,7,72,12,4A 01 00 00,9A F9 0B 46,CD 7C 82 44,4A 01 00 00 1D 00 03 00 9A F9 0B 46 CD 7C 82 44
331,30,3,9113.4,1054.3,7,72,0,4B 01 00 00,9A 65 0E 46,9A C9 83 44,4B 01 00 00 1E 00 03 00 9A 65 0E 46 9A C9 83 44
332,31,3,9490.8,1028.6,7,72,3,4C 01 00 00,33 4B 14 46,33 93 80 44,4C 01 00 00 1F 00 03 00 33 4B 14 46 33 93 80 44
333,32,3,9858.6,994.9,7,72,8,4D 01 00 00,66 0A 1A 46,9A B9 78 44,4D 01 00 00 20 00 03 00 66 0A 1A 46 9A B9 78 44
334,33,3,10102.7,1156.7,6,67,9,4E 01 00 00,CD DA 1D 46,66 96 90 44,4E 01 00 00 21 00 03 00 CD DA 1D 46 66 96 90 44
335,34,3,10240.3,1123,9,82,9,4F 01 00 00,33 01 20 46,00 60 8C 44,4F 01 00 00 22 00 03 00 33 01 20 46 00 60 8C 44
336,35,3,10557.2,1090,9,82,6,50 01 00 00,CD F4 24 46,00 40 88 44,50 01 00 00 23 00 03 00 CD F4 24 46 00 40 88 44
337,36,3,11057.2,1158.9,9,82,12,51 01 00 00,CD C4 2C 46,CD DC 90 44,51 01 00 00 24 00 03 00 CD C4 2C 46 CD DC 90 44
